url,facebook,twitter,linkedin,support_email
https://www.djsresearch.co.uk,https://www.facebook.com/pages/DJS-Research/234972835547,https://twitter.com/djsresearch,https://www.linkedin.com/company/djs-research-ltd,contact@djsresearch.com
https://en.wikipedia.org/wiki/Main_Page,,,,
https://onexyazilim.com,https://www.facebook.com/onexyazilim,https://twitter.com/OYazilim,,info@onexyazilim.com
https://selleo.com,https://www.facebook.com/Selleo.Web.Mobile.Developers,https://twitter.com/selleo,https://www.linkedin.com/company/selleo,hello@selleo.com
https://techround.co.uk,https://www.facebook.com/TechRoundUK,https://twitter.com/techrounduk,https://www.linkedin.com/company/techround/,
https://www.dataannotation.tech,https://facebook.com/dataannotation,,,
https://www.neptune-software.com,,,,
https://www.one-beyond.com/contact-us/,https://www.facebook.com/OneBeyondSoftware,https://twitter.com/OneBeyond_,https://www.linkedin.com/company/onebeyond/,
https://www.rightfirms.co/contact,,,,
https://www.syntograde.com/,,,,zijlstra@businessaccelerator.nl
https://www.softwaredevelopment.co.uk,https://www.facebook.com/SoftwareDevUK/,https://twitter.com/SD__UK,https://www.linkedin.com/company/software-development-uk,"investors@softwaredevelopment.co.uk,sales@softwaredevelopment.co.uk,partners@softwaredevelopment.co.uk,info@softwaredevelopment.co.uk,support@softwaredevelopment.co.uk"
https://superbcompanies.com,https://www.facebook.com/superbcompanies/,https://twitter.com/superbcompanies,https://www.linkedin.com/company/superbcompanies/,
https://techround.co.uk/contact/,https://www.facebook.com/TechRoundUK,https://twitter.com/techrounduk,https://www.linkedin.com/company/techround/,info@techround.co.uk
https://finance.yahoo.com,https://facebook.com/yahoofinance,https://twitter.com/YahooFinance,https://www.linkedin.com/company/yahoo-finance,
https://magora-systems.com,,,,
https://magora-systems.com/contacts/,,,,
